year,Season,Month,State,Primary.Mode,Etiology,Serotype.or.Genotype,Etiology.Status,Setting,Illnesses,Hospitalizations,Info.on.Hospitalizations,Deaths,Info.on.Deaths,Food.Vehicle,Food.Contaminated.Ingredient,IFSAC.Category,Water.Exposure,Water.Type,Animal.Type,Animal.Type.Specify
2012,Summer,6,Arizona,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,,,,,
2012,Summer,7,Illinois,Water,Escherichia coli,O111,Confirmed,Beach - Private,7,0,7,0,7,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,
2012,Summer,8,Iowa,Person-to-person,Norovirus,unknown,Confirmed,Long-term care/nursing home/assisted living facility,17,0,14,0,14,,,,,,,
2012,Summer,6,Pennsylvania,Food,Salmonella,Newport,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),102,36,71,0,71,"tomato, unspecified",,Seeded Vegetables,,,,
2012,Spring,5,California,Food,Campylobacter related,,Confirmed,Unknown,12,0,12,0,12,,,,,,,
2012,Summer,6,California,Food,Vibrio,,Confirmed,Restaurant - Sit-down dining,5,0,2,0,2,"oysters, raw",oysters,Mollusks,,,,
2012,Summer,6,Washington,Food,Salmonella,Newport,Confirmed,Restaurant - Sit-down dining,14,NA,NA,NA,NA,,,,,,,
2012,Spring,4,California,Food,Escherichia coli,O157:H7,Confirmed,Restaurant - Sit-down dining,12,1,12,0,12,vegetable-based salads unspecified,lettuce,Vegetable Row Crops,,,,
2012,Spring,5,Tennessee,Person-to-person,Norovirus,GII.4 New Orleans,Confirmed,Event space,32,1,32,0,32,,,,,,,
2012,Spring,5,Tennessee,Food,Salmonella,Heidelberg,Confirmed,,16,5,16,0,16,"pork, bbq",,Multiple,,,,
2012,Summer,6,Tennessee,Food,Salmonella,Enteritidis,Confirmed,Restaurant - Sit-down dining,12,1,8,0,8,eggs,,Eggs,,,,
2012,Summer,7,Tennessee,Person-to-person,Norovirus,GI.6,Confirmed,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,,
2012,Summer,7,Tennessee,Animal Contact,Cryptosporidium,,Confirmed,,8,0,7,0,8,,,,,,Cattle,"Cattle, calf"
2012,Summer,7,Tennessee,Food,Salmonella,Newport,Confirmed,"Fair, festival, other temp or mobile services",27,1,27,0,27,"pork, bbq",,Multiple,,,,
2012,Spring,5,Wisconsin,Water,Legionella,serogroup 1,Confirmed,Factory/Industrial Facility,2,2,2,0,2,,,,Other/Environmental water,Storage Tank,,
2012,Summer,7,Pennsylvania,Person-to-person,Escherichia coli,O157:H7,Confirmed,Private home/residence,7,1,7,0,7,,,,,,,
2012,Summer,7,Illinois,Food,Salmonella,Wimborne,Confirmed,Restaurant - Sit-down dining,2,1,2,0,2,,,,,,,
2012,Spring,5,Kentucky,Indeterminate/Other/Unknown,Clostridium,,Confirmed,,5,0,5,0,5,,,,,,,
2012,Summer,7,Minnesota,Animal Contact,Escherichia coli,O157:H7,Confirmed,,52,2,5,0,5,,,,,,Cattle; Sheep or goats,"Cattle, calf; Goat"
2012,Summer,7,Minnesota,Food,Campylobacter related,,Confirmed,Private home/residence,8,0,8,0,8,,,,,,,
2012,Summer,7,Wyoming,Environmental contamination other than food/water,Norovirus,GI.6,Confirmed,,48,0,48,0,48,,,,,,,
2012,Summer,8,Iowa,Water,Cryptosporidium,,Confirmed,Park - Community/Municipal,24,0,24,0,24,,,,Recreational water -- treated,"Pool - Kiddie/Wading, Public",,
2012,Summer,7,Illinois,Food,Salmonella,Agona,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),10,0,10,0,10,,,,,,,
2012,Summer,8,Minnesota,Animal Contact,Campylobacter related,,Confirmed,,2,0,2,0,2,,,,,,Other poultry,Turkey
2012,Summer,8,Minnesota,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,10,0,10,0,10,,,,,,,
2010,Spring,3,Multistate,Animal Contact,Salmonella,Paratyphi B,Confirmed,,79,13,79,0,NA,,,,,,Turtle,Turtle
2012,Summer,7,Pennsylvania,Person-to-person,Salmonella,Typhimurium,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,
2012,Spring,3,Arizona,Food,Clostridium,,Confirmed,Caterer (food prepared off-site from where served),66,1,66,0,66,"beef, bbq",,Multiple,,,,
2012,Summer,7,Ohio,Indeterminate/Other/Unknown,Escherichia coli,O111,Confirmed,,4,2,4,0,4,,,,,,,
2012,Summer,7,Connecticut,Water,Norovirus,unknown,Confirmed,Park - Amusement,24,0,24,0,24,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,
2012,Summer,8,Louisiana,Food,Escherichia coli,O157:H7,Confirmed,,3,2,3,0,3,beef,,Beef,,,,
2012,Summer,8,Oregon,Person-to-person,Norovirus,GII.1,Confirmed,Long-term care/nursing home/assisted living facility,29,0,29,0,29,,,,,,,
2012,Summer,8,Montana,Person-to-person,Norovirus,unknown,Confirmed,,7,1,7,0,7,,,,,,,
2012,Summer,6,Kentucky,Person-to-person,Shigella,,Confirmed,,5,0,5,0,5,,,,,,,
2012,Summer,7,Minnesota,Indeterminate/Other/Unknown,Escherichia coli,Other,Confirmed,,8,0,8,0,8,,,,,,,
2012,Summer,8,Minnesota,Food,Salmonella,,Confirmed,Other,5,1,5,0,5,turkey jerky,turkey,Turkey,,,,
2012,Summer,8,Minnesota,Person-to-person,Escherichia coli,O157:H7,Confirmed,Child day care,6,1,6,0,6,,,,,,,
2012,Summer,7,South Carolina,Person-to-person,Salmonella,Javiana,Confirmed,Child day care,2,0,2,0,2,,,,,,,
2012,Summer,7,Massachusetts,Food,Vibrio,,Confirmed,Restaurant - Sit-down dining,2,2,2,0,2,"oysters, raw",,Mollusks,,,,
2012,Spring,3,Massachusetts,Food,Salmonella,Enteritidis,Confirmed,Restaurant - Sit-down dining,23,4,11,0,11,"sandwich, chicken salad; grilled chicken salad",,Multiple,,,,
2012,Summer,6,Iowa,Food,Campylobacter related,,Confirmed,Caterer (food prepared off-site from where served),3,1,3,0,3,,,,,,,
2012,Spring,5,Hawaii,Food,Salmonella,Enteritidis,Confirmed,Caterer (food prepared off-site from where served),63,5,63,NA,NA,,,,,,,
2012,Summer,6,Pennsylvania,Person-to-person,Campylobacter related,,Confirmed,Child day care,3,1,3,0,3,,,,,,,
2012,Spring,4,Massachusetts,Food,Salmonella,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",18,7,12,0,18,,,,,,,
2012,Summer,8,Minnesota,Food,Salmonella,Enteritidis,Confirmed,Private home/residence,24,2,6,0,24,"beef, raw",ground beef,Beef,,,,
2012,Summer,8,Minnesota,Person-to-person,Shigella,,Confirmed,Child day care,4,2,4,0,4,,,,,,,
2012,Summer,8,Minnesota,Person-to-person,Shigella,,Confirmed,Child day care,9,0,9,0,9,,,,,,,
2012,Spring,3,Massachusetts,Indeterminate/Other/Unknown,Salmonella,Typhimurium,Confirmed,,4,0,4,0,4,,,,,,,
2012,Summer,7,Massachusetts,Indeterminate/Other/Unknown,Shigella,serotype 1b,Confirmed,,3,2,3,NA,NA,,,,,,,
2012,Summer,8,Ohio,Person-to-person,Norovirus,GII.6,Confirmed,Ship/boat,8,0,8,0,8,,,,,,,
2012,Spring,3,California,Food,Campylobacter related,,Confirmed,,11,0,11,0,11,"chicken, other",,Chicken,,,,
2012,Summer,8,Minnesota,Person-to-person,Shigella,,Confirmed,Child day care,13,0,13,0,13,,,,,,,
2012,Summer,8,Ohio,Person-to-person,Shigella,,Confirmed,Child day care,4,0,4,0,4,,,,,,,
2012,Summer,6,Minnesota,Water,Cryptosporidium,,Confirmed,Community/Municipality,7,2,7,0,7,,,,Recreational water -- treated,Pool - Swimming Pool,,
2012,Summer,7,Minnesota,Water,Cryptosporidium,IIaA15G2R1,Confirmed,Park - Community/Municipal,5,1,5,0,5,,,,Recreational water -- treated,pond,,
2012,Summer,7,Minnesota,Water,Cryptosporidium,IbA10G2,Confirmed,Camp/Cabin Setting,16,0,16,0,16,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,
2012,Summer,6,Oregon,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,7,NA,7,NA,7,,,,,,,
2012,Spring,3,Oregon,Indeterminate/Other/Unknown,Salmonella,Poona,Confirmed,"Other, specify",2,0,2,0,2,,,,,,,
2012,Summer,7,Oregon,Person-to-person,Norovirus,GII.17,Confirmed,"Other, specify",10,1,10,NA,10,,,,,,,
2012,Summer,7,Oregon,Indeterminate/Other/Unknown,Norovirus,GII.17,Confirmed,Camp,7,0,NA,NA,NA,,,,,,,
2012,Summer,7,Oregon,Food,Norovirus,GII.4 New Orleans,Confirmed,Banquet Facility (food prepared and served on-site),27,1,27,0,27,coleslaw; pulled pork sandwiches,,Multiple,,,,
2012,Summer,7,Oregon,Person-to-person,Norovirus,GII.1,Confirmed,Camp,7,NA,7,NA,7,,,,,,,
2012,Summer,8,Oregon,Food,Norovirus,GII.1,Confirmed,Caterer (food prepared off-site from where served),18,0,NA,NA,NA,,,,,,,
2012,Summer,8,Oregon,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,38,NA,38,NA,38,,,,,,,
2012,Summer,7,Illinois,Water,Adenovirus,,Confirmed,Beach - Private,32,1,32,0,32,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,
2012,Summer,7,Maine,Person-to-person,Norovirus,unknown,Confirmed,Camp,45,0,45,0,45,,,,,,,
2012,Summer,7,South Carolina,Person-to-person,Salmonella,Javiana,Confirmed,"Other, specify",12,1,12,0,12,,,,,,,
2012,Summer,8,Minnesota,Person-to-person,Escherichia coli,O157:H7,Confirmed,Child day care,5,1,5,0,5,,,,,,,
2012,Summer,8,Missouri,Indeterminate/Other/Unknown,Escherichia coli,O157:H7,Confirmed,,12,7,10,0,12,,,,,,,
2012,Summer,8,Ohio,Person-to-person,Shigella,,Confirmed,Child day care,7,0,0,0,0,,,,,,,
2012,Summer,7,South Dakota,Food,Clostridium,,Confirmed,Caterer (food prepared off-site from where served),32,0,32,0,32,pork,,Pork,,,,
2012,Summer,8,Michigan,Person-to-person,Norovirus,GI.6,Confirmed,,51,0,0,0,0,,,,,,,
2012,Summer,6,Massachusetts,Food,Salmonella,Bareilly,Confirmed,Restaurant - Sit-down dining,9,1,8,0,8,,,,,,,
2012,Summer,8,New York,Food,Norovirus,other,Confirmed,Private home/residence,22,0,22,0,22,potato-macaroni salad,,Multiple,,,,
2012,Fall,9,Tennessee,Person-to-person,Norovirus,GII.2,Confirmed,Camp,12,0,12,0,12,,,,,,,
2012,Summer,8,Tennessee,Person-to-person,Shigella,,Confirmed,School/college/university,8,2,7,0,7,,,,,,,
2012,Summer,8,Minnesota,Person-to-person,Escherichia coli,O157:H7,Confirmed,Child day care,4,1,4,0,4,,,,,,,
2011,Spring,4,Multistate,Animal Contact,Salmonella,Berta,Confirmed,,9,1,3,0,3,,,,,,Baby chick or duckling,"Chick, baby chick"
2011,Spring,3,Multistate,Animal Contact,Salmonella,Hadar,Confirmed,,25,2,9,0,25,,,,,,Baby chick or duckling,"Chick, baby chick"
2011,Spring,4,Multistate,Food,Salmonella,Heidelberg,Confirmed,Private home/residence; Grocery store; Long-term care/nursing home/assisted living facility; School/college/university,190,30,154,0,154,"liver, chicken","liver, chicken",Chicken,,,,
2012,Spring,5,Colorado,Food,Salmonella,Brandenburg,Confirmed,Restaurant - Sit-down dining,5,0,4,0,4,,,,,,,
2012,Summer,8,Mississippi,Person-to-person,Norovirus,GII.4 New Orleans,Confirmed,Long-term care/nursing home/assisted living facility,20,2,20,0,20,,,,,,,
2012,Summer,8,Minnesota,Person-to-person,Shigella,,Confirmed,Child day care,2,0,2,0,2,,,,,,,
2012,Winter,2,Massachusetts,Person-to-person,Shigella,serotype 1b,Confirmed,,5,NA,NA,0,5,,,,,,,
2011,Spring,3,Multistate,Animal Contact,Salmonella,Montevideo,Confirmed,,21,2,11,0,11,,,,,,Baby chick or duckling,"Chick, baby chick"
2011,Summer,7,Massachusetts,Indeterminate/Other/Unknown,Salmonella,"I 4,[5],12:i:-",Confirmed,,12,5,12,0,11,,,,,,,
2012,Summer,7,North Dakota,Water,Giardia,,Confirmed,Public Outdoor Area,3,0,3,0,3,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,
2012,Summer,8,Massachusetts,Indeterminate/Other/Unknown,Salmonella,Newport,Confirmed,,2,NA,NA,NA,NA,,,,,,,
2012,Spring,4,Arizona,Person-to-person,Norovirus,unknown,Confirmed,Long-term care/nursing home/assisted living facility,48,0,0,0,0,,,,,,,
2012,Spring,5,Arizona,Person-to-person,Norovirus,unknown,Confirmed,Long-term care/nursing home/assisted living facility,44,2,44,0,44,,,,,,,
2011,Fall,10,Multistate,Food,Escherichia coli,O157:H7,Confirmed,Grocery store; School/college/university,60,35,52,0,52,"romaine lettuce, unspecified",,Vegetable Row Crops,,,,
2012,Summer,8,Maryland,Food,Vibrio,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,
2011,Fall,10,Multistate,Food,Salmonella,Typhimurium var Cope,Confirmed,Private home/residence,20,8,8,0,20,ground beef,ground beef,Beef,,,,
2012,Summer,8,Ohio,Food,Campylobacter related,,Confirmed,Private home/residence,2,0,2,0,2,"milk, whole milk unpasteurized",,Dairy,,,,
2012,Summer,6,Arizona,Person-to-person,Norovirus,unknown,Confirmed,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,,
2012,Summer,6,Maine,Person-to-person,Norovirus,GI.6,Confirmed,Long-term care/nursing home/assisted living facility,36,0,36,0,36,,,,,,,
2012,Summer,8,Massachusetts,Food,Listeria,,Confirmed,Restaurant - Sit-down dining,3,3,3,0,3,,,,,,,
2012,Winter,2,Missouri,Person-to-person,Norovirus,GII.1,Confirmed,School/college/university,103,0,103,0,103,,,,,,,
2012,Summer,6,Nevada,Person-to-person,Norovirus,unknown,Confirmed,Camp,21,0,21,0,21,,,,,,,
2012,Winter,1,Missouri,Person-to-person,Norovirus,GII.1,Confirmed,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,
2012,Summer,8,Minnesota,Person-to-person,Shigella,,Confirmed,Child day care,3,0,3,0,3,,,,,,,
2012,Summer,6,Arizona,Indeterminate/Other/Unknown,Norovirus,unknown,Confirmed,,3,0,3,0,3,,,,,,,
2012,Summer,8,Wyoming,Animal Contact,Escherichia coli,O157:H7,Confirmed,,3,3,3,0,3,,,,,,Cattle; Sheep or goats; Pig; Other small mammalian household pet,Cattle; Goat; Pig/hog (domestic); Rabbit
2012,Summer,7,Wyoming,Animal Contact,Salmonella,"I 4,[5],12:i:-",Confirmed,,6,0,6,0,6,,,,,,Pig; Dog or Puppy; Cattle; Other (specify); Sheep or goats,Pig/hog (domestic); Dog; Cattle; Horse; Sheep
2012,Summer,8,Wyoming,Animal Contact,Salmonella,"I 4,[5],12:i:-",Confirmed,,2,0,2,0,2,,,,,,Sheep or goats; Sheep or goats; Pig,Goat; Sheep; Pig/hog (domestic)
2012,Fall,9,Iowa,Person-to-person,Norovirus,unknown,Confirmed,,8,0,8,0,8,,,,,,,
2010,Winter,12,Florida,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,27,0,27,0,27,,,,,,,
2012,Spring,5,Iowa,Food,Salmonella,Thompson,Confirmed,,6,1,6,0,6,,,,,,,
2012,Summer,8,Pennsylvania,Indeterminate/Other/Unknown,Campylobacter related,,Confirmed,,2,0,2,0,2,,,,,,,
2012,Fall,9,Ohio,Food,Norovirus,GII.1,Confirmed,Caterer (food prepared off-site from where served),4,0,4,0,4,,,,,,,
2012,Fall,9,Ohio,Food,Norovirus,GII.1,Confirmed,Banquet Facility (food prepared and served on-site),37,2,10,0,10,"iceberg lettuce, unspecified",lettuce,Vegetable Row Crops,,,,
2012,Summer,6,Massachusetts,Indeterminate/Other/Unknown,Salmonella,Typhimurium,Confirmed,,14,2,14,0,14,,,,,,,
2012,Summer,8,Tennessee,Food,Clostridium,,Confirmed,Restaurant - Sit-down dining,13,0,13,0,13,,,,,,,
2012,Summer,6,Massachusetts,Indeterminate/Other/Unknown,Salmonella,Montevideo,Confirmed,,3,0,3,0,3,,,,,,,
2012,Spring,5,Alaska,Animal Contact,Campylobacter related,,Confirmed,,2,0,2,0,2,,,,,,Baby chick or duckling; Other poultry,"Chick, baby chick; Chicken"
2012,Summer,7,Ohio,Person-to-person,Shigella,,Confirmed,Child day care,8,0,7,0,6,,,,,,,
2011,Summer,7,New York,Food,Salmonella,Newport,Confirmed,Unknown,10,3,10,0,10,tomatoes,tomato,Seeded Vegetables,,,,
2012,Summer,6,Texas,Person-to-person,Norovirus,,Confirmed,,91,1,91,0,91,,,,,,,
2012,Summer,8,Minnesota,Person-to-person,Escherichia coli,O157:H7,Confirmed,Child day care,3,0,3,0,3,,,,,,,
2012,Fall,9,Minnesota,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,tuna steak,tuna,Fish,,,,
2011,Summer,8,California,Food,Escherichia coli,O157:H7,Confirmed,Other,5,3,5,0,5,raw milk,,Dairy,,,,
2012,Summer,8,California,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,3,0,3,0,3,tuna burger,tuna,Fish,,,,
2012,Summer,7,California,Food,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,"fish, tuna, spicy roll",tuna,Fish,,,,
2012,Fall,9,Minnesota,Food,Norovirus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,0,13,0,13,"cheese, unspecified","cheese, unspecified",Dairy,,,,
2012,Spring,5,Texas,Person-to-person,Norovirus,unknown,Confirmed,,24,1,1,0,0,,,,,,,
2012,Winter,2,Texas,Person-to-person,Shigella,,Confirmed,,4,0,0,0,0,,,,,,,
2012,Spring,5,Wisconsin,Food,Norovirus,GI.6,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,
2012,Spring,3,Texas,Person-to-person,Shigella,,Confirmed,,44,0,44,0,44,,,,,,,
2012,Summer,8,Minnesota,Person-to-person,Salmonella,Newport,Confirmed,"Other, specify",2,2,2,0,2,,,,,,,
2012,Spring,5,Utah,Animal Contact,Campylobacter related,,Confirmed,,22,5,20,0,21,,,,,,"Bird, not including poultry",Baby quail
2012,Spring,5,Utah,Food,Campylobacter related,,Confirmed,,7,0,4,0,7,,,,,,,
2012,Winter,2,Texas,Person-to-person,Shigella,,Confirmed,,4,0,0,0,0,,,,,,,
2012,Spring,5,Texas,Person-to-person,Shigella,,Confirmed,,8,1,1,0,0,,,,,,,
2012,Summer,7,Texas,Person-to-person,Shigella,,Confirmed,,2,0,0,0,0,,,,,,,
2012,Summer,8,Minnesota,Water,Cryptosporidium,IIaA15G2R1,Confirmed,Community/Municipality,6,0,6,0,6,,,,Recreational water -- treated,Pool - Swimming Pool,,
2012,Summer,8,Minnesota,Water,Cryptosporidium,IIaA15G2R1,Confirmed,Community/Municipality,2,1,2,0,2,,,,Recreational water -- treated,Pool - Swimming Pool,,
2012,Summer,7,Michigan,Water,Cryptosporidium,,Confirmed,Private Residence,27,0,27,0,27,,,,Recreational water -- treated,Pool - Swimming Pool,,
2012,Summer,8,South Carolina,Person-to-person,Norovirus,unknown,Confirmed,Office/indoor workplace,5,0,5,0,5,,,,,,,
2012,Fall,9,Minnesota,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,14,1,14,0,14,"sandwich, unspecified",,Multiple,,,,
2012,Fall,9,Minnesota,Person-to-person,Shigella,,Confirmed,Child day care,2,0,2,0,2,,,,,,,
2012,Fall,9,Illinois,Food,Norovirus,,Confirmed,Caterer (food prepared off-site from where served),22,0,0,0,0,tomatoes; onions,,Multiple,,,,
2012,Summer,8,Illinois,Food,Salmonella,"I 4,[5],12:i:-",Confirmed,Restaurant - Sit-down dining,17,1,17,0,17,,,,,,,
2012,Fall,9,Oregon,Person-to-person,Norovirus,GII.6,Confirmed,Child day care,9,1,NA,NA,NA,,,,,,,
2012,Fall,9,Oregon,Food,Norovirus,GII.4 New Orleans,Confirmed,Long-term care/nursing home/assisted living facility,25,0,25,0,25,lettuce,,Vegetable Row Crops,,,,
2012,Summer,8,Pennsylvania,Food,Escherichia coli,O157:H7,Confirmed,Private home/residence,3,0,0,0,0,"ground beef, meatballs",beef,Beef,,,,
2012,Spring,5,Utah,Animal Contact,Salmonella,Typhimurium,Confirmed,,4,0,4,0,4,,,,,,Other reptile,Snake
2012,Fall,9,Pennsylvania,Food,Escherichia coli,O157:H7,Confirmed,Restaurant - Sit-down dining,9,7,9,0,9,salads,romaine lettuce,Vegetable Row Crops,,,,
2012,Fall,9,Iowa,Person-to-person,Norovirus,unknown,Confirmed,,5,0,5,0,5,,,,,,,
2012,Fall,9,New York,Food,Salmonella,Javiana,Confirmed,Restaurant - Sit-down dining,6,2,5,0,5,,,,,,,
2012,Summer,8,Maine,Food,Salmonella,Newport,Confirmed,Grocery store,2,1,2,0,2,,,,,,,
2010,Spring,4,North Carolina,Food,Salmonella,Enteritidis,Confirmed,,65,8,65,0,65,meringue,,Multiple,,,,
2011,Fall,10,Multistate,Food,Escherichia coli,O157:H7,Confirmed,Private home/residence,26,5,17,0,26,lettuce,,Vegetable Row Crops,,,,
2012,Summer,8,Alaska,Food,Vibrio,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw",,Mollusks,,,,
2012,Summer,7,Nevada,Food,Salmonella,Heidelberg,Confirmed,Private home/residence,18,0,18,0,18,chicken dishes,,Multiple,,,,
2012,Fall,9,South Carolina,Food,Staphylococcus,,Confirmed,Restaurant - Sit-down dining,20,0,20,0,20,"pork, bbq",,Multiple,,,,
2012,Summer,8,Ohio,Person-to-person,Shigella,,Confirmed,Private home/residence,5,0,2,0,0,,,,,,,
2011,Spring,3,Multistate,Animal Contact,Salmonella,Johannesburg,Confirmed,,28,9,22,0,28,,,,,,Baby chick or duckling,"Chick, baby chick"
2012,Summer,8,North Carolina,Person-to-person,Norovirus,GI.6,Confirmed,,10,0,10,0,10,,,,,,,
2012,Fall,9,Minnesota,Food,Salmonella,Bareilly,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"sushi, unspecified",,Multiple,,,,
2011,Summer,6,Multistate,Food,Salmonella,Uganda,Confirmed,,25,4,25,0,25,cantaloupe,,Fruits,,,,
2012,Spring,5,Kansas,Food,Salmonella,Montevideo,Confirmed,Private home/residence,13,0,13,0,13,,,,,,,
2012,Winter,2,Utah,Indeterminate/Other/Unknown,Campylobacter related,,Confirmed,,3,2,2,0,3,,,,,,,
2012,Winter,2,Utah,Food,Campylobacter related,,Confirmed,Farm/dairy,8,0,3,0,3,"milk, unpasteurized","milk, unpasteurized",Dairy,,,,
2012,Fall,9,Hawaii,Food,Salmonella,,Confirmed,Unknown,16,7,16,0,16,,,,,,,
2012,Summer,7,Washington,Water,Shigella,subgroup D,Confirmed,Community/Municipality,3,1,3,0,3,,,,Recreational water -- untreated,Pond,,
2012,Winter,2,Puerto Rico,Food,Histamine,,Confirmed,Restaurant - Sit-down dining,5,0,5,0,5,"fish, marlin",,Fish,,,,
2012,Summer,6,Oklahoma,Food,Salmonella,Typhimurium,Confirmed,,10,2,10,0,10,,,,,,,
2012,Fall,9,Wyoming,Indeterminate/Other/Unknown,Salmonella,"I 4,[5],12:i:-",Confirmed,,6,0,0,0,2,,,,,,,
2012,Spring,5,Wyoming,Person-to-person,Clostridium,,Confirmed,Long-term care/nursing home/assisted living facility,3,3,3,0,3,,,,,,,
2012,Fall,9,Hawaii,Indeterminate/Other/Unknown,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,,
2011,Spring,4,Multistate,Food,Salmonella,Enteritidis,Confirmed,,27,3,27,0,27,alfalfa sprouts,,Sprouts,,,,
2011,Summer,8,Multistate,Food,Salmonella,Enteritidis,Confirmed,,53,2,53,0,53,turkish pine nuts,,Nuts-Seeds,,,,
2011,Winter,2,Multistate,Food,Salmonella,Heidelberg,Confirmed,,181,50,125,1,181,"ground turkey, unspecified",,Turkey,,,,
2012,Fall,9,Michigan,Indeterminate/Other/Unknown,Campylobacter related,,Confirmed,,2,0,2,0,2,,,,,,,
2012,Summer,8,California,Food,Norovirus,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),6,0,6,0,6,,,,,,,
2012,Fall,9,Illinois,Food,Salmonella,Enteritidis,Confirmed,Other,17,1,17,0,17,,,,,,,
2012,Fall,9,Oregon,Food,Norovirus,GI.5,Confirmed,Restaurant - Sit-down dining,7,NA,7,NA,7,,,,,,,
2012,Spring,5,Indiana,Indeterminate/Other/Unknown,Norovirus,GI.6,Confirmed,,82,0,0,0,0,,,,,,,
2012,Fall,9,Oregon,Person-to-person,Sapovirus,,Confirmed,Child day care,11,0,NA,NA,NA,,,,,,,
2010,Winter,2,Indiana,Food,Campylobacter related,,Confirmed,Other,18,NA,NA,0,NA,,,,,,,
2012,Summer,8,Kansas,Food,Salmonella,Typhimurium,Confirmed,Restaurant - Sit-down dining,16,0,16,0,16,,,,,,,
2012,Fall,10,Minnesota,Person-to-person,Norovirus,unknown,Confirmed,"Other, specify",7,0,7,0,7,,,,,,,
2012,Summer,8,California,Food,Other - Chemical/Toxin,,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,fish,,Fish,,,,
2012,Fall,9,Washington,Food,Paralytic shellfish poison,,Confirmed,Private home/residence,7,4,7,0,7,mussels,,Mollusks,,,,
2011,Summer,7,New Jersey,Food,Listeria,,Confirmed,Private home/residence,2,2,2,0,2,"mexican style cheese, pasteurized",,Dairy,,,,
2012,Fall,9,California,Food,Vibrio,,Confirmed,Restaurant - Sit-down dining,2,0,2,0,2,"oysters, raw",oysters,Mollusks,,,,
2012,Fall,10,Montana,Person-to-person,Norovirus,GI.6,Confirmed,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,,
2012,Fall,9,Montana,Person-to-person,Norovirus,unknown,Confirmed,Long-term care/nursing home/assisted living facility,42,0,40,0,40,,,,,,,
2012,Summer,7,Montana,Indeterminate/Other/Unknown,Escherichia coli,O157:H7,Confirmed,,2,1,2,0,2,,,,,,,
2010,Winter,12,California,Food,Salmonella,Typhimurium var Cope,Confirmed,Long-term care/nursing home/assisted living facility,7,0,7,0,7,"chicken, baked",,Chicken,,,,
2012,Fall,10,Virginia,Food,Salmonella,Javiana,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",25,3,25,0,25,,,,,,,
2012,Fall,10,Ohio,Food,Norovirus,GII.6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,1,14,0,14,,,,,,,
2012,Fall,10,Connecticut,Food,Norovirus,GII.4 Sydney,Confirmed,Restaurant - Sit-down dining,6,0,6,0,6,,,,,,,
2012,Fall,9,Minnesota,Person-to-person,Shigella,,Confirmed,School/college/university,4,0,4,0,4,,,,,,,
2012,Fall,9,North Carolina,Animal Contact,Escherichia coli,O157:H7,Confirmed,,105,11,105,1,105,,,,,,,
2012,Fall,9,New York,Food,Shigella,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,2,11,0,11,,,,,,,
2012,Fall,10,Minnesota,Person-to-person,Escherichia coli,O157:H7,Confirmed,Child day care,3,0,3,0,3,,,,,,,
2012,Summer,6,California,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,180,0,0,0,143,,,,,,,
2012,Fall,10,Minnesota,Food,Norovirus,,Confirmed,Restaurant - Sit-down dining,19,0,19,0,19,,,,,,,
2012,Fall,9,Kentucky,Food,Campylobacter related,,Confirmed,Religious facility,3,1,3,0,3,,,,,,,
